Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)
SAL_CA4104AA	53099	SRR1965851;ILLUMINA;Paired;;SRX987701;393575616;96	SAL_CA4104AA	Food	ND/Others	food	2014	9			Europe	United Kingdom	England						Agona (Predicted)	I			Public Health England - Gastrointestinal Bacteria Reference Unit			PRJNA248792	SRP042645	SAMN03475945	SRS902511	2015-08-27	2015-04-12	NaN	26821	26821	26821	26821	26821	26821	29	29	28	28	28	28	28	2
SAL_HA2367AA	L00984-15	ERR1714725;ILLUMINA;Paired;442;ERX1784959;801344500;125	SAL_HA2367AA																Agona (Predicted)				The Wellcome Trust Sanger Institute			PRJEB10999	ERP012313	SAMEA4063530	ERS1234640	2016-11-03	2016-11-03	NaN	54679	26821	26821	26821	26821	26821	29	29	28	28	28	28	28	2
SAL_CA3721AA	50323	SRR1966246;ILLUMINA;Paired;;SRX988088;289275570;93	SAL_CA3721AA	Human	Human	Homo sapiens; human	2014	9			Europe	United Kingdom	England	Bournemouth, Christchurch and Poole			50.7413314	-1.8330859	Agona	I			Public Health England - Gastrointestinal Bacteria Reference Unit			PRJNA248792	SRP042645	SAMN03476329	SRS902826	2015-08-27	2015-04-12	NaN	27157	27086	27086	27086	27086	27086	29	29	28	28	28	28	28	2
SAL_CA3802AA	45601	SRR1966163;ILLUMINA;Paired;;SRX988007;358309248;96	SAL_CA3802AA	Human	Human	Homo sapiens; human	2014	9			Europe	United Kingdom	England	Bournemouth, Christchurch and Poole			50.7413314	-1.8330859	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03476248	SRS902751	2015-08-27	2015-04-12	NaN	27086	27086	27086	27086	27086	27086	29	29	28	28	28	28	28	2
SAL_BA8880AA	83310	SRR1969582;ILLUMINA;Paired;;SRX991400;278946756;99	SAL_BA8880AA	Food	ND/Others	food	2015	1			Europe	United Kingdom	England	London				0	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03479659	SRS906425	2015-08-27	2015-04-13	NaN	30885	30885	27155	27155	27155	27155	29	29	28	28	28	28	28	2
SAL_CA1183AA	83308	SRR1968402;ILLUMINA;Paired;;SRX990239;287913384;99	SAL_CA1183AA	Food	ND/Others	food	2015	1			Europe	United Kingdom	England	London				0	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03478493	SRS905134	2015-08-27	2015-04-12	NaN	29144	29144	27155	27155	27155	27155	29	29	28	28	28	28	28	2
SAL_CA1213AA	83309	SRR1968372;ILLUMINA;Paired;;SRX990209;390932784;99	SAL_CA1213AA	Food	ND/Others	food	2015	1			Europe	United Kingdom	England	London				0	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03478463	SRS904978	2015-08-27	2015-04-12	NaN	29119	29119	27155	27155	27155	27155	29	29	28	28	28	28	28	2
SAL_CA3723AA	83307	SRR1966244;ILLUMINA;Paired;;SRX988086;277847856;99	SAL_CA3723AA	Food	ND/Others	food	2015	1			Europe	United Kingdom	England	London				0	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03476327	SRS902827	2015-08-27	2015-04-12	NaN	27155	27155	27155	27155	27155	27155	29	29	28	28	28	28	28	2
SAL_CA3682AA	31942	SRR1966285;ILLUMINA;Paired;;SRX988127;296670038;97	SAL_CA3682AA	Human	Human	Homo sapiens; human	2014	7			Europe	United Kingdom	England	London				0	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03476368	SRS903040	2015-08-27	2015-04-12	NaN	27194	27194	27194	27194	27194	27194	29	29	28	28	28	28	28	2
SAL_CA3644AA	50311	SRR1966323;ILLUMINA;Paired;;SRX988165;272284536;94	SAL_CA3644AA	Human	Human	Homo sapiens; human	2014	9			Europe	United Kingdom	England		Cambridge		52.1945252	0.1334798	Agona	I			Public Health England - Gastrointestinal Bacteria Reference Unit			PRJNA248792	SRP042645	SAMN03476406	SRS902955	2015-08-27	2015-04-12	NaN	27227	27227	27227	27227	27227	419	29	29	28	28	28	28	28	2
SAL_TA3892AA	201703400	traces-0daZUTZ;ILLUMINA;Paired;;NA;;	SAL_TA3892AA	Human	Human		2017				Europe	France							Agona				F.X.Weill, Institut Pasteur							2018-10-26	2019-11-02	NaN	148004	148004	27227	27227	27227	419	29	29	28	28	28	28	28	2
SAL_VA9796AA	249325	SRR8691124;ILLUMINA;Paired;;SRX5486979;;	SAL_VA9796AA	Human	Human	Homo sapiens; human	2016	4			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN11079460	SRS4459579	2019-03-07	2019-03-07	NaN	173451	173451	27227	27227	27227	419	29	29	28	28	28	28	28	2
SAL_BA8419AA	98275	SRR1969818;ILLUMINA;Paired;;SRX991636;321009976;98	SAL_BA8419AA	Human	Human	Homo sapiens; human	2015	3			Europe	United Kingdom	England	Bournemouth, Christchurch and Poole			50.7413314	-1.8330859	Agona	I			Public Health England - Gastrointestinal Bacteria Reference Unit			PRJNA248792	SRP042645	SAMN03479894	SRS906532	2015-08-27	2015-04-13	NaN	31263	31263	27295	27295	27295	25317	29	29	28	28	28	28	28	2
SAL_CA3521AA	93503	SRR1966445;ILLUMINA;Paired;;SRX988287;420531408;99	SAL_CA3521AA	Human	Human	Homo sapiens; human	2015	3			Europe	United Kingdom	England	Bournemouth, Christchurch and Poole			50.7413314	-1.8330859	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03476528	SRS903087	2015-08-27	2015-04-12	NaN	27343	27343	27295	27295	27295	25317	29	29	28	28	28	28	28	2
SAL_CA3572AA	90480	SRR1966395;ILLUMINA;Paired;;SRX988237;485320304;98	SAL_CA3572AA	Human	Human	Homo sapiens; human	2015	2			Europe	United Kingdom	England	Bournemouth, Christchurch and Poole			50.7413314	-1.8330859	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03476478	SRS903036	2015-08-27	2015-04-12	NaN	27295	27295	27295	27295	27295	25317	29	29	28	28	28	28	28	2
SAL_PA8612AA	211145	SRR7209094;ILLUMINA;Paired;;SRX4117986;;	SAL_PA8612AA	Human	Human	Homo sapiens; human	2016	1			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09244208	SRS3333266	2018-05-25	2018-05-24	NaN	122780	122780	27295	27295	27295	25317	29	29	28	28	28	28	28	2
SAL_RA8032AA	190776	SRR7533359;ILLUMINA;Paired;;SRX4401297;;	SAL_RA8032AA	Human	Human	Homo sapiens; human	2015	11			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09683727	SRS3555826	2018-07-18	2018-07-18	NaN	138494	138494	138494	138494	27295	25317	29	29	28	28	28	28	28	2
SAL_WA0483AA	184408	SRR8704841;ILLUMINA;Paired;;SRX5500351;;	SAL_WA0483AA	Human	Human	Homo sapiens; human	2015	11			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN11095879	SRS4469489	2019-03-11	2019-03-10	NaN	174083	174083	174083	174083	27295	25317	29	29	28	28	28	28	28	2
SAL_CA3538AA	51246	SRR1966428;ILLUMINA;Paired;;SRX988270;371762782;97	SAL_CA3538AA	Human	Human	Homo sapiens; human	2014	9			Europe	United Kingdom	England	London				0	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03476511	SRS903066	2015-08-27	2015-04-12	NaN	27327	27327	27327	27327	27327	26494	29	29	28	28	28	28	28	2
SAL_CA3405AA	3763	SRR1966562;ILLUMINA;Paired;;SRX988403;320508040;94	SAL_CA3405AA	Environment	ND/Others	Enviromental	2014	4			Europe	United Kingdom	England						Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03476644	SRS903156	2015-08-27	2015-04-12	NaN	27440	27440	27440	27440	27440	3158	28	28	28	28	28	28	28	2
SAL_CA2666AA	14115	SRR1967305;ILLUMINA;Paired;;SRX989142;270891702;93	SAL_CA2666AA	Human	Human	Homo sapiens; human	2014	5			Europe	United Kingdom	England						Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03477395	SRS903901	2015-08-27	2015-04-12	NaN	28074	28074	28074	28074	28074	28074	29	29	28	28	28	28	28	2
SAL_CA2663AA	40261	SRR1967308;ILLUMINA;Paired;;SRX989145;211339660;95	SAL_CA2663AA	Human	Human	Homo sapiens; human	2014	8			Europe	United Kingdom	England	London				0	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03477398	SRS903912	2015-08-27	2015-04-12	NaN	28077	28077	28077	28077	28077	28077	29	29	28	28	28	28	28	2
SAL_CA2657AA	83578	SRR1967314;ILLUMINA;Paired;;SRX989151;285074356;98	SAL_CA2657AA	Human	Human	Homo sapiens; human	2015	1			Europe	United Kingdom	England						Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03477404	SRS903906	2015-08-27	2015-04-12	NaN	28083	28083	28083	28083	28083	419	29	29	28	28	28	28	28	2
SAL_HA5425AA	13-2460	SRR5055972;ILLUMINA;Paired;;SRX2376755;344544994;257	SAL_HA5425AA	Human	Human	Homo sapiens					North America	Canada							Agona	I			Public Health Agency Of Canada			PRJNA353625	SRP093623	SAMN06030319	SRS1819742	2016-11-28	2016-11-26	NaN	54285	54285	54285	28083	28083	419	29	29	28	28	28	28	28	2
SAL_CB1762AA	874848	SRR10948374;ILLUMINA;Paired;;SRX7615453;;	SAL_CB1762AA	Human	Human	Homo sapiens; human	2020	1			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN13898201	SRS6048820	2020-02-14	2020-01-22	NaN	223705	223705	28083	28083	28083	419	29	29	28	28	28	28	28	2
SAL_CA2656AA	99072	SRR1967315;ILLUMINA;Paired;;SRX989152;269418006;99	SAL_CA2656AA	Human	Human	Homo sapiens; human	2015	3			Europe	United Kingdom	England	London				0	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03477405	SRS903904	2015-08-27	2015-04-12	NaN	28084	28084	28084	28084	28084	28084	29	29	28	28	28	28	28	2
SAL_JA0223AA	Sa-A41	traces-0zrUuND;ILLUMINA;Paired;;NA;383175364;143	SAL_JA0223AA	Human	Laboratory		2016	3	1		Oceania	Australia	New South Wales						Agona (Predicted)				Qinning Wang, CIDM-Public Health, ICPMR, NSW Health Pathology							2017-03-28	2017-09-30	NaN	67141	67141	67141	28084	28084	28084	29	29	28	28	28	28	28	2
SAL_RA5787AA	235053	SRR7506464;ILLUMINA;Paired;;SRX4375810;;	SAL_RA5787AA				2016	3			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09637668	SRS3533095	2018-07-12	2018-07-12	NaN	136597	136597	136597	28084	28084	28084	29	29	28	28	28	28	28	2
SAL_CB2834AA	886598	SRR11096940;ILLUMINA;Paired;;SRX7735706;;	SAL_CB2834AA	Human	Human	Homo sapiens; human	2020	2			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN14121475	SRS6155832	2020-02-18	2020-02-18	NaN	225860	28084	28084	28084	28084	28084	29	29	28	28	28	28	28	2
SAL_CA2174AA	89991	SRR1967797;ILLUMINA;Paired;;SRX989634;384755644;98	SAL_CA2174AA	Human	Human	Homo sapiens; human	2015	2			Europe	United Kingdom	England						Agona	I			Public Health England - Gastrointestinal Bacteria Reference Unit			PRJNA248792	SRP042645	SAMN03477887	SRS904395	2015-08-27	2015-04-12	NaN	28505	28505	28505	28505	28505	28505	29	29	28	28	28	28	28	2
SAL_HA0625AA	2014AM-0173	SRR4420922;ILLUMINA;Paired;;SRX2243246;581714790;233	SAL_HA0625AA								North America	United States							Agona (Predicted)				Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch			PRJNA287785	SRP082403	SAMN05907739	SRS1744254	2016-10-14	2016-10-13	NaN	51274	51274	51274	51274	28505	28505	29	29	28	28	28	28	28	2
SAL_HA4245AA	PNUSAS005379	SRR5031286;ILLUMINA;Paired;;SRX2356492;438657310;245	SAL_HA4245AA	Human	Human	Age: 60-69; stool	2016	9			North America	United States							Agona (Predicted)				PulseNet Next Generation Subtyping Methods Unit			PRJNA230403	SRP040281	SAMN06014643	SRS1805520	2016-11-18	2016-11-17	NaN	53379	53379	53379	53379	28505	28505	29	29	28	28	28	28	28	2
SAL_CA1378AA	91234	SRR1968270;ILLUMINA;Paired;;SRX990107;388844988;98	SAL_CA1378AA	Human	Human	Homo sapiens; human	2015	2			Europe	United Kingdom	England	Bournemouth, Christchurch and Poole			50.7413314	-1.8330859	Agona (Predicted)	I			Public Health England - Gastrointestinal Bacteria Reference Unit			PRJNA248792	SRP042645	SAMN03478361	SRS904988	2015-08-27	2015-04-12	NaN	29029	29029	29029	29029	29029	29029	29	29	28	28	28	28	28	2
SAL_BB5168AA	WR-10-05723	traces-0JnfeIl;ILLUMINA;Paired;;;;	SAL_BB5168AA	Human	Human	Faeces	2010				Europe	Germany							Agona				M. Achtman		W. Rabsch (Robert Koch-Institut, Wernigerode)					2019-12-19	2019-12-19	NaN	219680	219680	29029	29029	29029	29029	29	29	28	28	28	28	28	2
SAL_LA2793AA	20080351	traces-0OyIbKR;ILLUMINA;Paired;;;293219350;151	SAL_LA2793AA	Human	Human	Gut	2008				Europe	Scotland	Scotland						Agona	I			M. Achtman		D. Brown (Scotland)					2017-09-08	2018-10-09	NaN	85368	85368	85368	85368	29029	29029	29	29	28	28	28	28	28	2
SAL_CA0855AA	93528	SRR1968547;ILLUMINA;Paired;;SRX990384;363369006;99	SAL_CA0855AA	Human	Human	Homo sapiens; human	2015	3			Europe	United Kingdom	England	London				0	Agona	I			Gastrointestinal Bacteria Reference Unit, Public Health England			PRJNA248792	SRP042645	SAMN03478640	SRS905182	2015-08-27	2015-04-12	NaN	29297	29297	29297	29297	29297	25317	29	29	28	28	28	28	28	2
SAL_CA0814AA	MC_06-0623 / 12.A.06	ERR178871;ILLUMINA;Paired;289;ERX155017;398145504;73	SAL_CA0814AA	Poultry	Poultry	Animal(Poultry)	2006				Europe	Ireland							Agona	I			M. Achtman		PFGE: SAGOXB.0066; Cluster: A2	PRJEB1944	ERP001848	SAMEA1889081	ERS180322	2015-08-27	2013-05-27	NaN	107200	29323	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_CA0824AA	MC_05-0587 / 07.O.05	ERR178866;ILLUMINA;Paired;215;ERX155012;626330218;73	SAL_CA0824AA	Human	Human	Human(Feces)	2005				Europe	Ireland							Agona	I			M. Achtman		PFGE: AgoX3; Cluster: A1	PRJEB1944	ERP001848	SAMEA1889061	ERS180317	2015-08-27	2013-05-27	NaN	107203	107203	29314	29306	29306	419	29	29	28	28	28	28	28	2
SAL_CA0826AA	MC_05-0602 / 06.O.05	ERR178865;ILLUMINA;Paired;216;ERX155011;359048310;73	SAL_CA0826AA	Human	Human	Human(Feces)	2005				Europe	Ireland							Agona	I			M. Achtman		PFGE: AgoX3; Cluster: A1	PRJEB1944	ERP001848	SAMEA1889077	ERS180316	2015-08-27	2013-05-27	NaN	107202	107202	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_CA0832AA	MC_05-0601 / 03.O.05	ERR178862;ILLUMINA;Paired;212;ERX155008;777363568;73	SAL_CA0832AA	Human	Human	Human(Feces)	2005				Europe	Ireland							Agona	I			M. Achtman		PFGE: AgoX3; Cluster: A1	PRJEB1944	ERP001848	SAMEA1889065	ERS180313	2015-08-27	2013-05-27	NaN	107182	107181	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_CA0834AA	MC_05-0632 / 02.O.05	ERR178861;ILLUMINA;Paired;167;ERX155007;762477880;34	SAL_CA0834AA	Human	Human	Human(Feces)	2005				Europe	Ireland							Agona	I			M. Achtman		PFGE: AgoX3; Cluster: A1	PRJEB1944	ERP001848	SAMEA1889069	ERS180312	2015-08-27	2013-05-27	NaN	152888	134243	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_CA0836AA	MC_05-0582 / 01.O.05	ERR178860;ILLUMINA;Paired;215;ERX155006;407853044;73	SAL_CA0836AA	Human	Human	Human(Blood)	2005				Europe	Ireland							Agona	I			M. Achtman		PFGE: AgoX3; Cluster: A1	PRJEB1944	ERP001848	SAMEA1889087	ERS180311	2015-08-27	2013-05-27	NaN	107181	107181	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_KA4243AA	MC_05-0828 / 14.E.05	traces-0uIFLtV;ILLUMINA;Paired;;;1261044790;151	SAL_KA4243AA	Environment	Soil/Dust	Poultry Dust	2005				Europe	Ireland							Agona	I	Not in BN SentericaWT		M. Achtman		M. Cormican (NSRL, Galway)					2017-07-20	2018-10-09	NaN	79077	79077	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_KA4255AA	1086/05	traces-0mAkJzJ;ILLUMINA;Paired;;;1259877862;151	SAL_KA4255AA	Poultry	Avian	Poultry	2005				Europe	Ireland							Agona	I			M. Achtman		M. Murphy (Cork County Vet lab)					2017-07-20	2018-10-09	NaN	78989	78989	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_KA4271AA	912/05	traces-0lCljgo;ILLUMINA;Paired;;;1233686006;151	SAL_KA4271AA	Poultry	Avian	Poultry	2005				Europe	Ireland							Agona	I			M. Achtman		M. Murphy (Cork County Vet lab)					2017-07-20	2018-10-09	NaN	79014	79014	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_KA4273AA	MC_05-0595 / 10.A.05	traces-0UsVnKH;ILLUMINA;Paired;;;1245946300;151	SAL_KA4273AA	Poultry	Avian	Poultry	2005				Europe	Ireland							Agona	I	Not in BN SentericaWT		M. Achtman		M. Cormican (NSRL, Galway)					2017-07-20	2018-10-09	NaN	78977	78977	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_KA4288AA	MC_05-0634 / 11.A.05	traces-0wFexFl;ILLUMINA;Paired;;;1239703054;151	SAL_KA4288AA	Poultry	Avian	Poultry	2005				Europe	Ireland							Agona	I	Not in BN SentericaWT		M. Achtman		M. Cormican (NSRL, Galway)					2017-07-20	2018-10-09	NaN	78989	78989	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_KA4297AA	MC_08-0766 / 09.F.08	traces-0QWFGNy;ILLUMINA;Paired;;;1322519004;151	SAL_KA4297AA	Poultry	Avian	Poultry	2008				Europe	Ireland							Agona	I	Not in BN SentericaWT		M. Achtman		M. Cormican (NSRL, Galway)					2017-07-20	2018-10-09	NaN	78994	78994	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_KA4304AA	MC_05-0784 / 08.A.05	traces-0aJEGoG;ILLUMINA;Paired;;;1321512740;151	SAL_KA4304AA	Livestock	Bovine	Calf	2005				Europe	Ireland							Agona	I	Not in BN SentericaWT		M. Achtman		M. Cormican (NSRL, Galway)					2017-07-20	2018-10-09	NaN	78958	78958	78958	29306	29306	419	29	29	28	28	28	28	28	2
SAL_LA2717AA	MC_05-0677 / 13.E.05	traces-0zidoFA;ILLUMINA;Paired;;;319265340;151	SAL_LA2717AA	Environment	Soil/Dust	Turkey Dust	2005				Europe	Ireland							Agona	I			M. Achtman		M. Cormican (NSRL, Galway)					2017-09-08	2018-10-09	NaN	85139	85139	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_SA1874AA	05-0529	traces-0oiAcAq;ILLUMINA;Paired;;;;	SAL_SA1874AA	Food	Food	Poultry	2005				Europe	Ireland							Agona				M. Achtman		M. Cormican (NSRL, Galway)					2018-08-15	2018-10-09	NaN	134243	134243	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_UA6701AA	JE_S09-000989	traces-0OPXCpF;ILLUMINA;Paired;;;;	SAL_UA6701AA	Poultry	Avian		2009				Europe	Ireland							Agona				M. Achtman		D. Prendergast (DAFF)					2019-01-08	2019-03-23	NaN	163594	160711	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2178AA	MC_02-0644	traces-0RwcAnJ;ILLUMINA;Paired;;;;	SAL_WA2178AA	Environment	Soil/Dust	Dust	2002				Europe	Ireland							Agona				M. Achtman		M. Cormican (NSRL, Galway)					2019-03-23	2019-03-23	NaN	174705	174705	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2265AA	910/05	traces-0lwbBym;ILLUMINA;Paired;;;;	SAL_WA2265AA	Poultry	Poultry		2005				Europe	Ireland							Agona				M. Achtman		M. Murphy (Cork County Vet lab)					2019-03-23	2019-03-23	NaN	163594	160711	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2268AA	911/05	traces-0iOwLiW;ILLUMINA;Paired;;;;	SAL_WA2268AA	Poultry	Poultry		2005				Europe	Ireland							Agona				M. Achtman		M. Murphy (Cork County Vet lab)					2019-03-23	2019-03-23	NaN	163594	160711	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2271AA	986/05	traces-0fUtOeX;ILLUMINA;Paired;;;;	SAL_WA2271AA	Poultry	Poultry		2005				Europe	Ireland							Agona				M. Achtman		M. Murphy (Cork County Vet lab)					2019-03-23	2019-03-23	NaN	175417	175417	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2272AA	1051/05	traces-0ekvLwU;ILLUMINA;Paired;;;;	SAL_WA2272AA	Poultry	Poultry		2005				Europe	Ireland							Agona				M. Achtman		M. Murphy (Cork County Vet lab)					2019-03-23	2019-03-23	NaN	163594	160711	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2302AA	1110/05	traces-0wSWmrJ;ILLUMINA;Paired;;;;	SAL_WA2302AA	Poultry	Poultry		2005				Europe	Ireland							Agona				M. Achtman		M. Murphy (Cork County Vet lab)					2019-03-23	2019-03-23	NaN	175399	175399	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2453AA	MC_03-0139	traces-0QocBrv;ILLUMINA;Paired;;;;	SAL_WA2453AA	Environment	Soil/Dust	Dust	2003				Europe	Ireland							Agona				M. Achtman		M. Cormican (NSRL, Galway)					2019-03-23	2019-03-23	NaN	174705	174705	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2554AA	SM-DU-2007-08-005186	traces-0NhpZSp;ILLUMINA;Paired;;;;	SAL_WA2554AA	Poultry	Poultry	Turkey	2007				Europe	Northern Ireland							Agona			1,4,[5],12:f,g,s:[1,2]	M. Achtman		S. Strain (AFBINI)					2019-03-23	2019-03-23	NaN	175242	175242	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2555AA	SM-DU-2007-08-003266	traces-0kIzvTC;ILLUMINA;Paired;;;;	SAL_WA2555AA	Poultry	Poultry	Chicken	2007				Europe	Northern Ireland							Agona			1,4,[5],12:f,g,s:[1,2]	M. Achtman		S. Strain (AFBINI)					2019-03-23	2019-03-23	NaN	174705	174705	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2556AA	SM-DU-2007-09-003363	traces-0EMUnwp;ILLUMINA;Paired;;;;	SAL_WA2556AA	Poultry	Poultry	Chicken	2007				Europe	Northern Ireland							Agona			1,4,[5],12:f,g,s:[1,2]	M. Achtman		S. Strain (AFBINI)					2019-03-23	2019-03-23	NaN	174705	174705	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2557AA	SM-DU-2007-09-000456	traces-0vuCRGs;ILLUMINA;Paired;;;;	SAL_WA2557AA	Poultry	Poultry	Chicken	2007				Europe	Northern Ireland							Agona			1,4,[5],12:f,g,s:[1,2]	M. Achtman		S. Strain (AFBINI)					2019-03-23	2019-03-23	NaN	174705	174705	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2718AA	1085/05	traces-0mJAyyB;ILLUMINA;Paired;;;;	SAL_WA2718AA	Poultry	Poultry		2005				Europe	Ireland							Agona				M. Achtman		M. Murphy (Cork County Vet lab)					2019-03-23	2019-03-23	NaN	163594	160711	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA2777AA	JE_S09-000988	traces-0YpBwMG;ILLUMINA;Paired;;;;	SAL_WA2777AA	Poultry	Avian		2009				Europe	Ireland							Agona				M. Achtman		D. Prendergast (DAFF)					2019-03-23	2019-03-23	NaN	175089	175089	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA3020AA	MC_03-0059	traces-0TKBoIC;ILLUMINA;Paired;;;;	SAL_WA3020AA	Environment	Soil/Dust	Dust	2003				Europe	Ireland							Agona				M. Achtman		M. Cormican (NSRL, Galway)					2019-03-23	2019-03-23	NaN	174907	174907	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA3262AA	MC_02-0642	traces-0gHMiUp;ILLUMINA;Paired;;;;	SAL_WA3262AA	Environment	Soil/Dust	Dust	2002				Europe	Ireland							Agona				M. Achtman		M. Cormican (NSRL, Galway)					2019-03-23	2019-03-23	NaN	174705	174705	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_WA3297AA	MC_02-0142	traces-0hMrgZt;ILLUMINA;Paired;;;;	SAL_WA3297AA	Environment	Soil/Dust	Compost	2002				Europe	Ireland							Agona				M. Achtman		M. Cormican (NSRL, Galway)					2019-03-23	2019-03-23	NaN	174671	174671	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_ZA7345AA	JE_S09-002246	traces-0FyxlKc;ILLUMINA;Paired;;;;	SAL_ZA7345AA	Poultry	Avian		2009				Europe	Ireland							Agona				M. Achtman		D. Prendergast (DAFF)					2019-10-15	2019-10-15	NaN	205439	205439	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_ZA7346AA	JE_S09-002245	traces-0dQErpd;ILLUMINA;Paired;;;;	SAL_ZA7346AA	Poultry	Avian		2009				Europe	Ireland							Agona				M. Achtman		D. Prendergast (DAFF)					2019-10-15	2019-10-15	NaN	205439	205439	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_BB1395AA	MC_02-0360	traces-0ukXPCf;ILLUMINA;Paired;;;;	SAL_BB1395AA	Poultry	Poultry	Turkey	2002				Europe	Ireland							Agona				M. Achtman		M. Cormican (NSRL, Galway)					2019-11-24	2019-11-24	NaN	215103	215103	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_BB1523AA	MC_02-0196	traces-0MhKyWu;ILLUMINA;Paired;;;;	SAL_BB1523AA	Poultry	Poultry	Turkey	2002				Europe	Ireland							Agona				M. Achtman		M. Cormican (NSRL, Galway)					2019-11-24	2019-11-24	NaN	174705	174705	29306	29306	29306	419	29	29	28	28	28	28	28	2
SAL_BB1562AA	JE_S09-002248	traces-0oFFDPO;ILLUMINA;Paired;;;;	SAL_BB1562AA	Poultry	Avian		2009				Europe	Ireland							Agona				M. Achtman		D. Prendergast (DAFF)					2019-11-24	2019-11-24	NaN	205439	205439	29306	29306	29306	419	29	29	28	28	28	28	28	2
