working_name	Uberstrain	Name	Data_Source(Accession_No.;Sequencing_Platform;Sequencing_Library;Insert_Size;Experiment;Bases;Average_Length;Status)	Barcode	Source_Niche	Source_Type	Source_Details	Collection_Year	Collection_Month	Collection_Day	Collection_Time	Continent	Country	Region	District	City	Post_Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic_Formulas	Lab_Contact	Phage_Type	Comment	Bio_Project_ID	Project_ID	Sample_ID	Secondary_Sample_ID	Date_Entered	Release_Date	Status	Coverage	N50	Length	Species	Contig_Number(>=200_bp)	Low_Quality_Bases	Version	Assembly_Barcode	HC0_(indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900_(ceBG)	HC2000_(Super-lineage)	HC2600	HC2850_(subsp.)	HC5_or_other	Flag	aac(3)-IId 1/80 (1%)	aac(6')-Iy 80/80 (100%)	aadA2 1/80 (1%)	ant(3'')-IIa 1/80 (1%)	aph(3')-Ia 2/80 (2%)	arr-2 1/80 (1%)	blaCMY-59 3/80 (4%)	blaCTX-M-55 1/80 (1%)	blaTEM-1 64/80 (80%)	cmlA1 1/80 (1%)	dfrA14 61/80 (76%)	floR 11/80 (14%)	fosA7 80/80 (100%)	linG 1/80 (1%)	mdsA 80/80 (100%)	mdsB 80/80 (100%)	mdsC 80/80 (100%)	mdtK 80/80 (100%)	mphA 1/80 (1%)	parC p.T57S 80/80 (100%)	qacH 1/80 (1%)	qnrS1 74/80 (92%)	strA 62/80 (78%)	strB 62/80 (78%)	sul2 3/80 (4%)	sul3 64/80 (80%)	tet(A) 74/80 (92%)	Col156 1/80 (1%)	Col440I 3/80 (4%)	ColpVC 5/80 (6%)	ColRNAI 1/80 (1%)	IncB/O/K/Z 1/80 (1%)	IncHI2 1/80 (1%)	IncHI2A 1/80 (1%)	IncI(Gamma) 2/80 (2%)	IncI1(Alpha) 7/80 (9%)	IncL/M(pMU407) 1/80 (1%)	IncL/M(pOXA-48) 1/80 (1%)	IncQ1 14/80 (18%)	IncX1 74/80 (92%)	pSL483 1/80 (1%)	csgABCDEFG 80/80 (100%)	fimCDFHI 80/80 (100%)	lpfA 80/80 (100%)	lpfB 80/80 (100%)	lpfC 80/80 (100%)	lpfE 80/80 (100%)	mgtB 80/80 (100%)	mgtC 80/80 (100%)	mig-14 80/80 (100%)	misL 79/80 (99%)	papB 2/80 (2%)	papI 2/80 (2%)	sinH 80/80 (100%)	C63PI  80/80 (100%)	SPI-1  80/80 (100%)	SPI-2  80/80 (100%)	SPI-3  80/80 (100%)	SPI-4  80/80 (100%)	SPI-5  80/80 (100%)	SPI-8  79/80 (99%)	SPI-9  80/80 (100%)
SAL_CB5468AA_AS	SAL_RA3603AA	519518	SRR7480448;ILLUMINA;Paired;;SRX4349889;;	SAL_RA3603AA	Human	Human	Homo sapiens; human	2018	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09624483	SRS3509500	2018-07-08	2018-07-07	Assembled	52	188036	4951621	Salmonella enterica;95.0%	84	21532	4	SAL_CB5468AA_AS	135554	135554	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB5379AA_AS	SAL_RA3692AA	474898	SRR7480358;ILLUMINA;Paired;;SRX4349799;;	SAL_RA3692AA	Human	Human	Homo sapiens; human	2018	1	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09624376	SRS3509411	2018-07-08	2018-07-07	Assembled	57	295953	4818798	Salmonella enterica;95.71%	72	15549	4	SAL_CB5379AA_AS	135491	7255	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB5376AA_AS	SAL_RA3695AA	541999	SRR7480355;ILLUMINA;Paired;;SRX4349796;;	SAL_RA3695AA	Human	Human	Homo sapiens; human	2018	5	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09624364	SRS3509408	2018-07-08	2018-07-07	Assembled	42	233821	4799323	Salmonella enterica;93.88%	51	30428	4	SAL_CB5376AA_AS	135512	92525	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB9389AA_AS	SAL_RA7208AA	552420	SRR7523664;ILLUMINA;Paired;;SRX4392211;;	SAL_RA7208AA	Human	Human	Homo sapiens; human	2018	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09661732	SRS3548018	2018-07-16	2018-07-16	Assembled	69	232004	4807255	Salmonella enterica;98.53%	67	13735	4	SAL_CB9389AA_AS	126569	126569	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB9243AA_AS	SAL_RA7261AA	475836	SRR7523611;ILLUMINA;Paired;;SRX4392158;;	SAL_RA7261AA	Human	Human	Homo sapiens; human	2018	1	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09661699	SRS3547968	2018-07-16	2018-07-16	Assembled	44	253078	4882012	Salmonella enterica;92.55%	69	13953	4	SAL_CB9243AA_AS	138018	138018	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB9822AA_AS	SAL_RA7695AA	123991	SRR7528150;ILLUMINA;Paired;;SRX4396480;;	SAL_RA7695AA	Human	Human	Homo sapiens; human	2015	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09666892	SRS3551660	2018-07-17	2018-07-17	Assembled	57	139474	4779311	Salmonella enterica;98.91%	93	49099	4	SAL_CB9822AA_AS	135416	7255	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB9820AA_AS	SAL_RA7696AA	359285	SRR7528149;ILLUMINA;Paired;;SRX4396479;;	SAL_RA7696AA	Human	Human	Homo sapiens; human	2017	3	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09666885	SRS3551659	2018-07-17	2018-07-17	Assembled	54	185398	4790370	Salmonella enterica;98.11%	53	18203	4	SAL_CB9820AA_AS	138390	138390	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_EB1026AA_AS	SAL_SA6239AA	576325	SRR7850524;ILLUMINA;Paired;;SRX4701283;;	SAL_SA6239AA	Human	Human	Homo sapiens; human	2018	7	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10076019	SRS3787607	2018-09-17	2018-09-17	Assembled	115	246151	4793424	Salmonella enterica;96.87%	63	36226	4	SAL_EB1026AA_AS	143184	7255	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_EB4088AA_AS	SAL_SA7688AA	408544	SRR7885242;ILLUMINA;Paired;;SRX4722969;;	SAL_SA7688AA	Human	Human	Homo sapiens; human	2017	8	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10098060	SRS3808013	2018-09-21	2018-09-21	Assembled	72	328328	4780560	Salmonella enterica;98.57%	70	35518	4	SAL_EB4088AA_AS	129907	129907	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_EB2895AA_AS	SAL_SA7815AA	106519	SRR7884502;ILLUMINA;Paired;;SRX4722229;;	SAL_SA7815AA	Human	Human	Homo sapiens; human	2015	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10097490	SRS3807317	2018-09-21	2018-09-21	Assembled	70	259086	4982689	Salmonella enterica;91.82%	135	91223	4	SAL_EB2895AA_AS	144958	7255	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_EB6812AA_AS	SAL_SA9414AA	264173	SRR7911490;ILLUMINA;Paired;;SRX4746694;;	SAL_SA9414AA	Human	Human	Homo sapiens; human	2016	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10140191	SRS3827455	2018-09-28	2018-09-28	Assembled	85	350519	4750638	Salmonella enterica;100.0%	57	35993	4	SAL_EB6812AA_AS	145521	136004	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_EB8845AA_AS	SAL_TA0802AA	608453	SRR7998201;ILLUMINA;Paired;;SRX4829065;;	SAL_TA0802AA	Human	Human	Homo sapiens; human	2018	9	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10229485	SRS3899643	2018-10-11	2018-10-11	Assembled	104	350753	4869822	Salmonella enterica;95.95%	77	36574	4	SAL_EB8845AA_AS	146599	146599	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAL_FB5769AA_AS	SAL_TA6624AA	629315	SRR8142798;ILLUMINA;Paired;;SRX4963504;;	SAL_TA6624AA	Human	Human	Homo sapiens; human	2018	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10356493	SRS4003222	2018-11-07	2018-11-01	Assembled	128	321977	4841749	Salmonella enterica;95.31%	66	11486	4	SAL_FB5769AA_AS	150996	150996	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_FB8051AA_AS	SAL_TA7889AA	SMG-18-2209	traces-0ZQyfFs;ILLUMINA;Paired;;NA;;	SAL_TA7889AA	NA	NA	NA	2018	NA	NA	NA	Europe	United Kingdom	Scotland	NA	NA	NA	NA	NA	NA	NA	NA	NA	D. Brown (Scotland)	NA	NA	NA	NA	NA	NA	2018-11-16	2019-05-21	Assembled	117	192936	4756300	Salmonella enterica;98.51%	82	34601	4	SAL_FB8051AA_AS	152680	152680	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1
SAL_HB2224AA_AS	SAL_UA2930AA	602630	SRR8293799;ILLUMINA;Paired;;SRX5108387;;	SAL_UA2930AA	Human	Human	Homo sapiens; human	2018	9	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10536563	SRS4117794	2018-12-10	2018-12-10	Assembled	78	232004	4867817	Salmonella enterica;96.88%	65	14187	4	SAL_HB2224AA_AS	157440	132367	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAL_HB2219AA_AS	SAL_UA2935AA	601644	SRR8293794;ILLUMINA;Paired;;SRX5108382;;	SAL_UA2935AA	Human	Human	Homo sapiens; human	2018	9	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10536557	SRS4117789	2018-12-10	2018-12-10	Assembled	97	350383	4817877	Salmonella enterica;95.32%	67	9252	4	SAL_HB2219AA_AS	157444	157444	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_HB6699AA_AS	SAL_UA6064AA	656768	SRR8366145;ILLUMINA;Paired;;SRX5176465;;	SAL_UA6064AA	Human	Human	Homo sapiens; human	2018	12	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10639980	SRS4183758	2018-12-24	2018-12-23	Assembled	64	149177	4803054	Salmonella enterica;97.61%	83	25906	4	SAL_HB6699AA_AS	160109	160109	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_IB1406AA_AS	SAL_UA7793AA	662761	SRR8429904;ILLUMINA;Paired;;SRX5237715;;	SAL_UA7793AA	Human	Human	Homo sapiens; human	2018	12	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10723689	SRS4240634	2019-01-15	2019-01-11	Assembled	47	231957	4807070	Salmonella enterica;98.63%	72	9961	4	SAL_IB1406AA_AS	164145	126569	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_IB6801AA_AS	SAL_VA0297AA	553748	SRR8499323;ILLUMINA;Paired;;SRX5303325;;	SAL_VA0297AA	Human	Human	Homo sapiens; human	2018	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10836065	SRS4301337	2019-01-29	2019-01-29	Assembled	99	293294	4831562	Salmonella enterica;98.5%	66	10549	4	SAL_IB6801AA_AS	166486	166486	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_IB7996AA_AS	SAL_VA1339AA	486535	SRR8514761;ILLUMINA;Paired;;SRX5318352;;	SAL_VA1339AA	Human	Human	Homo sapiens; human	2018	2	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10855063	SRS4314199	2019-02-01	2019-02-01	Assembled	82	307961	4837321	Salmonella enterica;96.33%	75	24465	4	SAL_IB7996AA_AS	167233	152680	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_IB9302AA_AS	SAL_VA2087AA	461169	SRR8524687;ILLUMINA;Paired;;SRX5327522;;	SAL_VA2087AA	Human	Human	Homo sapiens; human	2017	12	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10867391	SRS4322272	2019-02-04	2019-02-03	Assembled	54	183280	4794219	Salmonella enterica;97.26%	76	27015	4	SAL_IB9302AA_AS	167940	167940	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_JB6580AA_AS	SAL_VA7091AA	370631	SRR8585171;ILLUMINA;Paired;;SRX5385718;;	SAL_VA7091AA	Human	Human	Homo sapiens; human	2017	5	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN10959455	SRS4374242	2019-02-18	2019-02-17	Assembled	93	232092	4795783	Salmonella enterica;96.05%	73	20393	4	SAL_JB6580AA_AS	171934	171934	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_JB9521AA_AS	SAL_VA8497AA	350686	SRR8648227;ILLUMINA;Paired;;SRX5446008;;	SAL_VA8497AA	Human	Human	Homo sapiens; human	2017	3	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN11031517	SRS4423057	2019-03-01	2019-02-28	Assembled	67	271379	4888793	Salmonella enterica;89.33%	75	133884	4	SAL_JB9521AA_AS	172526	172526	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_KB2744AA_AS	SAL_WA0219AA	203646	SRR8701093;ILLUMINA;Paired;;SRX5496687;;	SAL_WA0219AA	Human	Human	Homo sapiens; human	2016	1	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN11092936	SRS4466290	2019-03-10	2019-03-09	Assembled	84	286916	4764061	Salmonella enterica;93.07%	69	22114	4	SAL_KB2744AA_AS	125156	7255	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_KB6210AA_AS	SAL_WA1660AA	134019	SRR8740777;ILLUMINA;Paired;;SRX5532912;;	SAL_WA1660AA	Human	Human	Homo sapiens; human	2015	7	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN11157190	SRS4499123	2019-03-18	2019-03-18	Assembled	99	350363	4764087	Salmonella enterica;92.75%	69	18913	4	SAL_KB6210AA_AS	175903	7255	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_MB7965AA_AS	SAL_XA4008AA	742459	SRR9274357;ILLUMINA;Paired;;SRX6044488;;	SAL_XA4008AA	Human	Human	Homo sapiens; human	2019	5	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN12023944	SRS4947611	2019-06-12	2019-06-12	Assembled	75	233197	4993827	Salmonella enterica;95.23%	109	27535	4.1	SAL_MB7965AA_AS	185718	185718	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_NB6620AA_AS	SAL_YA0146AA	766747	SRR9626915;ILLUMINA;Paired;;SRX6389032;;	SAL_YA0146AA	Human	Human	Homo sapiens; human	2019	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN12202562	SRS5048521	2019-07-11	2019-07-03	Assembled	123	305669	4834832	Salmonella enterica;97.78%	59	6697	4.1	SAL_NB6620AA_AS	189440	189440	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SG17-135	SAL_DB0481AA	SG17-135	GCA_012169275;Complete Genome;;;;;,SRR11069704;ILLUMINA;Paired;;SRX7709949;;,SRR11069703;OXFORD_NANOPORE;Single;;SRX7709950;;	SAL_DB0481AA	Wild Animal	Avian	Chroicocephalus novaehollandiae (Australian Silver Gull chick)	2017	NA	NA	NA	NA	Australia	New South Wales	NA	NA	NA	NA	NA	Agona	I	NA	NA	The ithree institute	NA	NA	PRJNA606095	SRP248316	SAMN14085623	SRS6133438	2020-05-01	2020-04-06	Assembled	1	4813284	5152410	NA	3	0	NaN	SAL_HC4750AA_AS	199392	199392	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/Australia.jpg	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
