Query	Subject	Percent identity	Length	Mismatches	Gaps	Query start	Query end	Subject start	Subject end	Expect value	Bit score
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	90.64	203	19	0	32	234	26392	26190	2.25E-76	280
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	94.375	160	9	0	1	160	25646	25487	1.33E-66	248
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	91.473	129	11	0	106	234	26392	26264	4.66E-47	183
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	90	0	0	27841	27930	27511	27422	4.36E-41	163
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	95.349	86	4	0	1	86	25572	25487	1.74E-33	138
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	92.727	55	4	0	180	234	26392	26338	1.17E-16	82.4
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	43	0	0	26319	26361	1445	1403	1.43E-15	78.8
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	43	0	0	26396	26438	1522	1480	1.43E-15	78.8
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	85.714	35	5	0	4087	4121	19525	19559	3.59E-04	41
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	86.207	29	4	0	22032	22060	4948	4920	0.015	35.6
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	86.207	29	4	0	22893	22921	5809	5781	0.015	35.6
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	19	0	0	725	743	23938	23956	0.015	35.6
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	70.175	57	1	2	16596	16644	11197	11245	0.19	31.9
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	77.273	44	8	1	27834	27877	26735	26776	0.19	31.9
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	16	0	0	7908	7923	2614	2629	0.65	30.1
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	82.759	29	5	0	5475	5503	15527	15555	0.65	30.1
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	82.759	29	5	0	10339	10367	15527	15555	0.65	30.1
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	82.759	29	5	0	12286	12314	17474	17502	0.65	30.1
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	16	0	0	5490	5505	18949	18964	0.65	30.1
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	15	0	0	4683	4697	17473	17487	2.3	28.3
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	15	0	0	10354	10368	18949	18963	2.3	28.3
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	15	0	0	6018	6032	27505	27491	2.3	28.3
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	26559	26572	1269	1282	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	86.364	22	3	0	22898	22919	4181	4160	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	94.118	17	1	0	7521	7537	4489	4473	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	86.364	22	3	0	23660	23681	4943	4922	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	14966	14979	9864	9851	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	15672	15685	11287	11300	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	16541	16554	12156	12169	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	17977	17990	12875	12862	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	94.118	17	1	0	4681	4697	15558	15542	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	9548	9561	15555	15542	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	9548	9561	17474	17487	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	5490	5503	18280	18293	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	10354	10367	18280	18293	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	12286	12299	18293	18280	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	94.118	17	1	0	12283	12299	18965	18949	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	1794	1807	21839	21852	7.9	26.5
NODE_33_length_27826_cov_5.317049	IncX-SG17-135.gb	100	14	0	0	15230	15243	27231	27218	7.9	26.5
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	100	16	0	0	3464	3479	5034	5019	0.62	30.1
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	87.5	24	3	0	25354	25377	21124	21147	0.62	30.1
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	94.444	18	1	0	1955	1972	1373	1356	2.2	28.3
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	94.444	18	1	0	6570	6587	19735	19752	2.2	28.3
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	94.118	17	1	0	15373	15389	6633	6617	7.5	26.5
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	86.957	23	0	1	792	811	7564	7586	7.5	26.5
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	100	14	0	0	8499	8512	13471	13458	7.5	26.5
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	100	14	0	0	12726	12739	13636	13649	7.5	26.5
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	89.474	19	2	0	1976	1994	17979	17961	7.5	26.5
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	89.474	19	2	0	1976	1994	18648	18630	7.5	26.5
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	89.474	19	2	0	18971	18989	19756	19738	7.5	26.5
NODE_34_length_26600_cov_4.813360	IncX-SG17-135.gb	100	14	0	0	8013	8026	20283	20296	7.5	26.5
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	16	0	0	8034	8049	7663	7678	0.58	30.1
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	90.476	21	2	0	12112	12132	23126	23106	0.58	30.1
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	15	0	0	22675	22689	20948	20962	2	28.3
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	15	0	0	22750	22764	25545	25559	2	28.3
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	15	0	0	22750	22764	25582	25596	2	28.3
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	15	0	0	22750	22764	25656	25670	2	28.3
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	15	0	0	22750	22764	25693	25707	2	28.3
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	15	0	0	22750	22764	26063	26077	2	28.3
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	15	0	0	22750	22764	26100	26114	2	28.3
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	14	0	0	3174	3187	6288	6275	7	26.5
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	94.118	17	1	0	16610	16626	11003	10987	7	26.5
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	89.474	19	2	0	16630	16648	12140	12158	7	26.5
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	94.118	17	1	0	13642	13658	12316	12300	7	26.5
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	89.474	19	2	0	13425	13443	14334	14316	7	26.5
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	14	0	0	18024	18037	15162	15149	7	26.5
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	94.118	17	1	0	6808	6824	20378	20362	7	26.5
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	86.364	22	3	0	12853	12874	24003	23982	7	26.5
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	14	0	0	5668	5681	24054	24067	7	26.5
NODE_35_length_24862_cov_4.482703	IncX-SG17-135.gb	100	14	0	0	23805	23818	25528	25515	7	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	100	15	0	0	4437	4451	10994	11008	1.6	28.3
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	100	15	0	0	3769	3783	14409	14395	1.6	28.3
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	100	15	0	0	18152	18166	16100	16114	1.6	28.3
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	100	15	0	0	12678	12692	20611	20625	1.6	28.3
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	100	14	0	0	11589	11602	4743	4730	5.8	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	94.118	17	1	0	6981	6997	9565	9581	5.8	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	94.118	17	1	0	11342	11358	9820	9836	5.8	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	100	14	0	0	18675	18688	10261	10274	5.8	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	83.333	24	4	0	1718	1741	10796	10819	5.8	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	100	14	0	0	8037	8050	16359	16372	5.8	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	94.118	17	1	0	4877	4893	22299	22315	5.8	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	100	14	0	0	6256	6269	23662	23649	5.8	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	100	14	0	0	14552	14565	23793	23780	5.8	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	94.118	17	1	0	4877	4893	24374	24390	5.8	26.5
NODE_36_length_20355_cov_2.935162	IncX-SG17-135.gb	100	14	0	0	7227	7240	27101	27088	5.8	26.5
NODE_37_length_9891_cov_5.714344	IncX-SG17-135.gb	89.474	19	2	0	2628	2646	3401	3383	2.8	26.5
NODE_37_length_9891_cov_5.714344	IncX-SG17-135.gb	100	14	0	0	6219	6232	13362	13375	2.8	26.5
NODE_37_length_9891_cov_5.714344	IncX-SG17-135.gb	100	13	0	0	926	938	1880	1868	9.7	24.7
NODE_37_length_9891_cov_5.714344	IncX-SG17-135.gb	85.714	21	3	0	901	921	4542	4562	9.7	24.7
NODE_37_length_9891_cov_5.714344	IncX-SG17-135.gb	93.75	16	1	0	6133	6148	14602	14617	9.7	24.7
NODE_37_length_9891_cov_5.714344	IncX-SG17-135.gb	100	13	0	0	8156	8168	16984	16972	9.7	24.7
NODE_37_length_9891_cov_5.714344	IncX-SG17-135.gb	100	13	0	0	5538	5550	18192	18204	9.7	24.7
NODE_37_length_9891_cov_5.714344	IncX-SG17-135.gb	100	13	0	0	5538	5550	18861	18873	9.7	24.7
NODE_38_length_7097_cov_6.417808	IncX-SG17-135.gb	94.444	18	1	0	5903	5920	5646	5663	0.57	28.3
NODE_38_length_7097_cov_6.417808	IncX-SG17-135.gb	94.118	17	1	0	1196	1212	2440	2456	2	26.5
NODE_38_length_7097_cov_6.417808	IncX-SG17-135.gb	94.118	17	1	0	2096	2112	6287	6271	2	26.5
NODE_38_length_7097_cov_6.417808	IncX-SG17-135.gb	100	14	0	0	5124	5137	15241	15254	2	26.5
NODE_38_length_7097_cov_6.417808	IncX-SG17-135.gb	100	14	0	0	3541	3554	17034	17047	2	26.5
NODE_38_length_7097_cov_6.417808	IncX-SG17-135.gb	85.714	21	3	0	1233	1253	1372	1352	7	24.7
NODE_38_length_7097_cov_6.417808	IncX-SG17-135.gb	100	13	0	0	4420	4432	14476	14488	7	24.7
NODE_38_length_7097_cov_6.417808	IncX-SG17-135.gb	100	13	0	0	2286	2298	21357	21369	7	24.7
NODE_39_length_6915_cov_3.698359	IncX-SG17-135.gb	100	14	0	0	303	316	202	215	2	26.5
NODE_39_length_6915_cov_3.698359	IncX-SG17-135.gb	100	14	0	0	5188	5201	12628	12641	2	26.5
NODE_39_length_6915_cov_3.698359	IncX-SG17-135.gb	100	14	0	0	6780	6793	14230	14217	2	26.5
NODE_39_length_6915_cov_3.698359	IncX-SG17-135.gb	94.118	17	1	0	798	814	19599	19583	2	26.5
NODE_39_length_6915_cov_3.698359	IncX-SG17-135.gb	100	13	0	0	3950	3962	15079	15067	6.8	24.7
NODE_39_length_6915_cov_3.698359	IncX-SG17-135.gb	100	13	0	0	144	156	15279	15267	6.8	24.7
NODE_39_length_6915_cov_3.698359	IncX-SG17-135.gb	93.75	16	1	0	4543	4558	15387	15372	6.8	24.7
NODE_39_length_6915_cov_3.698359	IncX-SG17-135.gb	88.889	18	2	0	4835	4852	24067	24084	6.8	24.7
NODE_39_length_6915_cov_3.698359	IncX-SG17-135.gb	100	13	0	0	5724	5736	24645	24657	6.8	24.7
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	89.655	29	3	0	299593	299621	11360	11332	0.017	39.2
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	86.667	30	4	0	368997	369026	14592	14621	0.058	37.4
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	95	20	1	0	12470	12489	1553	1572	2.5	31.9
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	100	17	0	0	124529	124545	16589	16573	2.5	31.9
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	100	17	0	0	313896	313912	19897	19913	2.5	31.9
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	90.476	21	2	0	331752	331772	222	202	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	94.737	19	1	0	53770	53788	4656	4674	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	87.5	24	3	0	23363	23386	5108	5085	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	90.476	21	2	0	97585	97605	6082	6102	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	100	16	0	0	23427	23442	6886	6871	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	94.737	19	1	0	255307	255325	7930	7948	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	90.476	21	2	0	14474	14494	9433	9413	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	91.304	23	1	1	266039	266061	9798	9777	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	90.476	21	2	0	126982	127002	9956	9976	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	94.737	19	1	0	78612	78630	11514	11532	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	100	16	0	0	224531	224546	11771	11756	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	100	16	0	0	217927	217942	12485	12500	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	94.737	19	1	0	167163	167181	12542	12524	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	85.714	28	2	1	249502	249527	12555	12528	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	94.737	19	1	0	324699	324717	12709	12691	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	94.737	19	1	0	338084	338102	13409	13427	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	81.081	37	4	2	130653	130687	14052	14017	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	100	16	0	0	370658	370673	14276	14291	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	90.476	21	2	0	240954	240974	14359	14379	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	88	25	1	1	149018	149042	16438	16416	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	94.737	19	1	0	333696	333714	19954	19936	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	100	16	0	0	269820	269835	20041	20056	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	87.5	24	3	0	46286	46309	21008	20985	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	84.615	26	4	0	145817	145842	23022	22997	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	90.476	21	2	0	120626	120646	24517	24537	8.7	30.1
NODE_3_length_373687_cov_3.865468	IncX-SG17-135.gb	90.476	21	2	0	313430	313450	26471	26451	8.7	30.1
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	2124	0	0	1	2124	24891	22768	0	3831
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	95.312	832	39	0	1	832	22816	21985	0	1324
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	99.346	153	1	0	1972	2124	24995	24843	8.81E-75	271
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	90.323	31	3	0	1600	1630	23410	23380	7.75E-06	42.8
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	20	0	0	1614	1633	23407	23388	3.30E-04	37.4
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	91.667	24	2	0	1644	1667	23225	23248	0.001	35.6
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	19	0	0	936	954	24978	24996	0.001	35.6
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	18	0	0	936	953	22903	22920	0.004	33.7
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	18	0	0	1972	1989	23939	23956	0.004	33.7
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	88.889	27	2	1	1620	1645	4344	4370	0.014	31.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	93.75	16	1	0	1066	1081	9121	9136	2.1	24.7
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	12	0	0	1678	1689	738	749	7.3	22.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	12	0	0	1040	1051	1201	1212	7.3	22.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	93.333	15	1	0	1094	1108	1351	1365	7.3	22.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	12	0	0	1908	1919	1735	1746	7.3	22.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	12	0	0	1609	1620	4344	4355	7.3	22.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	12	0	0	1873	1884	4460	4471	7.3	22.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	93.333	15	1	0	734	748	6544	6558	7.3	22.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	12	0	0	1224	1235	12943	12932	7.3	22.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	12	0	0	15	26	22612	22623	7.3	22.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	12	0	0	2090	2101	22612	22623	7.3	22.9
NODE_40_length_2124_cov_6.020147	IncX-SG17-135.gb	100	12	0	0	1005	1016	23876	23887	7.3	22.9
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	100	16	0	0	1581	1596	7092	7107	0.045	30.1
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	100	13	0	0	554	566	7256	7268	1.9	24.7
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	100	13	0	0	1377	1389	7662	7674	1.9	24.7
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	93.75	16	1	0	552	567	12146	12131	1.9	24.7
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	93.75	16	1	0	783	798	12888	12873	1.9	24.7
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	88.889	18	2	0	758	775	18232	18249	1.9	24.7
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	88.889	18	2	0	758	775	18901	18918	1.9	24.7
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	93.333	15	1	0	890	904	5134	5120	6.6	22.9
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	93.333	15	1	0	956	970	6349	6363	6.6	22.9
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	93.333	15	1	0	1917	1931	6984	6998	6.6	22.9
NODE_41_length_1943_cov_2.472492	IncX-SG17-135.gb	100	12	0	0	1774	1785	22415	22404	6.6	22.9
NODE_42_length_1727_cov_34.380342	IncX-SG17-135.gb	100	13	0	0	1601	1613	11869	11881	1.7	24.7
NODE_42_length_1727_cov_34.380342	IncX-SG17-135.gb	93.75	16	1	0	74	89	25146	25131	1.7	24.7
NODE_42_length_1727_cov_34.380342	IncX-SG17-135.gb	100	12	0	0	1037	1048	10816	10805	5.9	22.9
NODE_42_length_1727_cov_34.380342	IncX-SG17-135.gb	93.333	15	1	0	1558	1572	20431	20445	5.9	22.9
NODE_42_length_1727_cov_34.380342	IncX-SG17-135.gb	100	12	0	0	675	686	20978	20989	5.9	22.9
NODE_43_length_1561_cov_31.411005	IncX-SG17-135.gb	100	13	0	0	519	531	1833	1845	1.5	24.7
NODE_43_length_1561_cov_31.411005	IncX-SG17-135.gb	100	13	0	0	1455	1467	25206	25194	1.5	24.7
NODE_43_length_1561_cov_31.411005	IncX-SG17-135.gb	93.333	15	1	0	239	253	8786	8800	5.3	22.9
NODE_43_length_1561_cov_31.411005	IncX-SG17-135.gb	100	12	0	0	1212	1223	16946	16957	5.3	22.9
NODE_43_length_1561_cov_31.411005	IncX-SG17-135.gb	93.333	15	1	0	916	930	20189	20203	5.3	22.9
NODE_43_length_1561_cov_31.411005	IncX-SG17-135.gb	100	12	0	0	1532	1543	20824	20835	5.3	22.9
NODE_44_length_1312_cov_27.148814	IncX-SG17-135.gb	100	14	0	0	1206	1219	3287	3300	0.37	26.5
NODE_44_length_1312_cov_27.148814	IncX-SG17-135.gb	100	12	0	0	840	851	7084	7095	4.5	22.9
NODE_44_length_1312_cov_27.148814	IncX-SG17-135.gb	93.333	15	1	0	349	363	11523	11509	4.5	22.9
NODE_44_length_1312_cov_27.148814	IncX-SG17-135.gb	100	12	0	0	694	705	12404	12415	4.5	22.9
NODE_44_length_1312_cov_27.148814	IncX-SG17-135.gb	100	12	0	0	237	248	16317	16306	4.5	22.9
NODE_44_length_1312_cov_27.148814	IncX-SG17-135.gb	93.333	15	1	0	950	964	27208	27194	4.5	22.9
NODE_45_length_1211_cov_2.945633	IncX-SG17-135.gb	100	14	0	0	127	140	11646	11633	0.34	26.5
NODE_45_length_1211_cov_2.945633	IncX-SG17-135.gb	100	13	0	0	608	620	7268	7256	1.2	24.7
NODE_45_length_1211_cov_2.945633	IncX-SG17-135.gb	93.75	16	1	0	607	622	12131	12146	1.2	24.7
NODE_45_length_1211_cov_2.945633	IncX-SG17-135.gb	93.333	15	1	0	267	281	5120	5134	4.1	22.9
NODE_45_length_1211_cov_2.945633	IncX-SG17-135.gb	93.333	15	1	0	201	215	6363	6349	4.1	22.9
NODE_45_length_1211_cov_2.945633	IncX-SG17-135.gb	86.364	22	2	1	803	824	15156	15136	4.1	22.9
NODE_45_length_1211_cov_2.945633	IncX-SG17-135.gb	100	12	0	0	75	86	18383	18372	4.1	22.9
NODE_46_length_770_cov_13.533040	IncX-SG17-135.gb	100	770	0	0	1	770	27510	26741	0	1389
NODE_46_length_770_cov_13.533040	IncX-SG17-135.gb	78.378	37	6	1	735	769	27475	27511	0.061	28.3
NODE_46_length_770_cov_13.533040	IncX-SG17-135.gb	100	14	0	0	280	293	12611	12598	0.21	26.5
NODE_46_length_770_cov_13.533040	IncX-SG17-135.gb	84.615	26	2	1	11	36	26753	26776	0.21	26.5
NODE_46_length_770_cov_13.533040	IncX-SG17-135.gb	84.615	26	0	2	102	127	5598	5577	0.74	24.7
NODE_46_length_770_cov_13.533040	IncX-SG17-135.gb	100	12	0	0	705	716	11252	11263	2.6	22.9
NODE_46_length_770_cov_13.533040	IncX-SG17-135.gb	92.857	14	1	0	579	592	62	49	9.1	21.1
NODE_46_length_770_cov_13.533040	IncX-SG17-135.gb	92.857	14	1	0	13	26	23029	23016	9.1	21.1
NODE_47_length_674_cov_9.316239	IncX-SG17-135.gb	100	13	0	0	477	489	12947	12959	0.65	24.7
NODE_47_length_674_cov_9.316239	IncX-SG17-135.gb	100	12	0	0	428	439	249	260	2.3	22.9
NODE_47_length_674_cov_9.316239	IncX-SG17-135.gb	93.333	15	1	0	635	649	19378	19364	2.3	22.9
NODE_47_length_674_cov_9.316239	IncX-SG17-135.gb	94.118	17	0	1	363	379	23267	23252	2.3	22.9
NODE_47_length_674_cov_9.316239	IncX-SG17-135.gb	100	11	0	0	423	433	27451	27441	7.9	21.1
NODE_48_length_662_cov_32.743455	IncX-SG17-135.gb	100	11	0	0	645	655	4482	4492	7.8	21.1
NODE_48_length_662_cov_32.743455	IncX-SG17-135.gb	100	11	0	0	182	192	14507	14497	7.8	21.1
NODE_48_length_662_cov_32.743455	IncX-SG17-135.gb	100	11	0	0	446	456	14515	14525	7.8	21.1
NODE_48_length_662_cov_32.743455	IncX-SG17-135.gb	100	11	0	0	634	644	15469	15459	7.8	21.1
NODE_48_length_662_cov_32.743455	IncX-SG17-135.gb	100	11	0	0	453	463	25758	25768	7.8	21.1
NODE_48_length_662_cov_32.743455	IncX-SG17-135.gb	100	11	0	0	453	463	25869	25879	7.8	21.1
NODE_48_length_662_cov_32.743455	IncX-SG17-135.gb	100	11	0	0	453	463	26017	26027	7.8	21.1
NODE_48_length_662_cov_32.743455	IncX-SG17-135.gb	100	11	0	0	453	463	26165	26175	7.8	21.1
NODE_48_length_662_cov_32.743455	IncX-SG17-135.gb	100	11	0	0	453	463	26350	26360	7.8	21.1
NODE_48_length_662_cov_32.743455	IncX-SG17-135.gb	100	11	0	0	207	217	26995	26985	7.8	21.1
NODE_49_length_617_cov_25.035985	IncX-SG17-135.gb	100	12	0	0	529	540	3392	3381	2.1	22.9
NODE_49_length_617_cov_25.035985	IncX-SG17-135.gb	100	12	0	0	496	507	4644	4633	2.1	22.9
NODE_49_length_617_cov_25.035985	IncX-SG17-135.gb	88.235	17	2	0	489	505	5366	5350	2.1	22.9
NODE_49_length_617_cov_25.035985	IncX-SG17-135.gb	100	12	0	0	61	72	6711	6722	2.1	22.9
NODE_49_length_617_cov_25.035985	IncX-SG17-135.gb	100	11	0	0	307	317	275	265	7.2	21.1
NODE_49_length_617_cov_25.035985	IncX-SG17-135.gb	100	11	0	0	480	490	19173	19183	7.2	21.1
NODE_4_length_343399_cov_4.281681	IncX-SG17-135.gb	92.593	27	1	1	279752	279778	3170	3195	0.054	37.4
NODE_4_length_343399_cov_4.281681	IncX-SG17-135.gb	92	25	2	0	190283	190307	22821	22845	0.054	37.4
NODE_4_length_343399_cov_4.281681	IncX-SG17-135.gb	92	25	2	0	190283	190307	24896	24920	0.054	37.4
NODE_4_length_343399_cov_4.281681	IncX-SG17-135.gb	91.667	24	2	0	118555	118578	2636	2659	0.19	35.6
NODE_4_length_343399_cov_4.281681	IncX-SG17-135.gb	100	19	0	0	139512	139530	9434	9416	0.19	35.6
